country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
India,Apples,Spring,73.71,2020.745117897216,25.01,86.47
France,Plam Oil,Winter,17.62,2020.5847202255004,48.94,91.13
China,Apples,Rainy Season,18.33,2020.155833296828,47.46,45.43
Germany,Plam Oil,Fall,15.92,2020.5088814540256,63.45,48.09
Africa,Plam Oil,Winter,17.28,2021.7285617524687,84.2,67.85
United States,Sugar Cane,Fall,16.72,2020.2590694485934,86.48,29.01
Africa,Wheat,Summer,51.37,2020.4026072565894,50.21,65.65
France,Sugar Cane,Rainy Season,29.98,2020.8637484941257,13.16,28.91
France,Paddy,Winter,74.92,2021.4217252846774,85.72,64.59
India,Sugar Cane,Spring,80.15,2021.588318241268,47.71,59.32
China,Maze,Spring,58.21,2021.3340787420589,78.47,52.68
India,Apples,Winter,21.9,2021.1285149877933,16.86,50.98
Africa,Apples,Spring,78.67,2020.9503557695587,75.08,37.65
India,Cotton,Spring,69.82,2021.2817423005208,55.64,66.71
India,Cotton,Spring,14.34,2021.7804234352616,26.95,19.94
France,Sugar Cane,Spring,89.21,2021.3066570257697,57.93,58.25
Australia,Cotton,Rainy Season,69.31,2021.968761945526,48.6,34.32
United States,Cotton,Winter,59.29,2021.3364726497125,47.41,14.91
United States,Wheat,Fall,78.01,2021.5014900719616,62.3,79.47
United States,Apples,Fall,17.29,2020.3612514543677,27.6,58.51
China,Apples,Summer,57.81,2020.4861528705032,16.07,32.71
Africa,Paddy,Rainy Season,48.73,2020.174360169626,14.39,66.67
United States,Apples,Summer,38.0,2021.435801225294,74.91,60.21
Germany,Plam Oil,Fall,55.28,2020.809616463289,58.27,65.19
India,Paddy,Summer,24.52,2021.8562880118977,26.19,62.63
India,Sugar Cane,Fall,66.07,2020.8222391656336,31.41,61.67
China,Wheat,Winter,28.87,2021.6853631815327,27.23,75.82
Australia,Maze,Summer,19.6,2020.9841176076932,63.98,85.69
Australia,Paddy,Rainy Season,45.04,2021.4220124053497,22.65,71.18
China,Plam Oil,Winter,30.68,2020.7404359564325,24.33,14.75
France,Paddy,Fall,22.92,2021.216099245263,56.02,23.15
France,Sugar Cane,Fall,68.55,2021.5631316411461,76.27,88.83
Germany,Plam Oil,Fall,27.28,2021.2612339571351,52.31,59.87
China,Cotton,Spring,69.16,2020.4523919921921,58.56,18.38
Australia,Apples,Summer,78.26,2020.4384070883325,41.64,23.59
Germany,Sugar Cane,Spring,91.24,2021.0965917000046,79.14,16.68
Africa,Paddy,Spring,30.26,2020.330299629648,22.0,29.47
India,Apples,Rainy Season,67.93,2020.0330986149681,43.96,41.14
United States,Maze,Summer,88.67,2021.5324666460251,88.51,23.61
Australia,Cotton,Summer,61.44,2021.265381260088,75.56,75.15
Africa,Sugar Cane,Winter,77.71,2020.6277863692942,65.02,59.18
Germany,Maze,Spring,15.49,2021.0671252715788,89.78,85.01
Africa,Sugar Cane,Summer,37.09,2020.9637285091912,26.9,15.89
China,Apples,Spring,36.96,2020.1582165375953,82.81,19.59
France,Wheat,Fall,79.04,2020.6712345525307,67.74,90.94
United States,Wheat,Rainy Season,64.04,2020.195773463101,19.51,14.72
Australia,Plam Oil,Winter,75.26,2021.116418307841,83.13,46.33
Africa,Apples,Summer,72.17,2021.5835514603007,72.4,38.28
France,Apples,Winter,14.96,2020.4501416160558,59.24,48.62
India,Plam Oil,Rainy Season,76.63,2021.980018662319,71.17,86.75
United States,Sugar Cane,Spring,34.07,2020.3661315532559,76.25,29.35
China,Wheat,Summer,66.07,2021.5397533239911,76.85,61.95
United States,Sugar Cane,Spring,53.18,2021.795116654501,33.73,62.07
Africa,Sugar Cane,Fall,73.99,2021.0064871247132,82.57,66.17
India,Paddy,Winter,80.23,2020.7423566346763,24.57,28.1
India,Wheat,Summer,11.01,2021.0512713742332,13.13,47.8
United States,Wheat,Rainy Season,77.4,2020.640457012657,29.44,46.28
United States,Cotton,Spring,77.32,2020.7522641721914,93.01,31.82
United States,Maze,Rainy Season,15.65,2020.1397575321469,56.47,27.13
Australia,Maze,Rainy Season,30.85,2020.5401439955274,79.06,67.62
France,Apples,Rainy Season,78.19,2020.1965525814705,76.61,71.64
United States,Paddy,Rainy Season,74.52,2021.6910998382084,29.32,72.63
China,Apples,Winter,48.63,2020.2286854127642,29.64,79.14
Germany,Sugar Cane,Winter,63.57,2021.1734745880883,58.56,28.56
France,Maze,Spring,59.31,2020.176660035038,74.49,38.25
China,Maze,Fall,11.15,2020.7119537210513,11.91,35.7
United States,Apples,Rainy Season,45.54,2020.653028331313,12.12,51.7
India,Wheat,Fall,69.69,2020.7975117045896,91.82,92.16
United States,Apples,Summer,44.36,2021.9167087982528,74.38,91.9
Australia,Sugar Cane,Rainy Season,31.15,2021.722401208297,59.35,58.91
Australia,Sugar Cane,Spring,11.63,2021.0219018194332,17.4,86.94
Australia,Plam Oil,Spring,21.16,2021.7143326561002,53.2,71.46
India,Cotton,Winter,18.85,2020.7517067947765,86.97,91.24
China,Paddy,Fall,11.41,2020.8437758206005,42.25,91.22
Africa,Paddy,Fall,34.97,2020.4227812784131,70.88,45.48
France,Sugar Cane,Rainy Season,43.04,2020.7464712311582,43.73,12.85
China,Cotton,Rainy Season,44.84,2020.683841721008,86.52,91.05
Germany,Cotton,Winter,26.52,2021.1307014933454,76.23,28.19
United States,Paddy,Winter,52.34,2020.9259329307986,69.32,28.81
India,Plam Oil,Summer,41.67,2021.4413650838223,83.27,81.07
Australia,Plam Oil,Winter,61.77,2020.6261615158155,65.72,41.26
China,Cotton,Winter,28.72,2021.333278453755,27.11,55.03
China,Maze,Rainy Season,66.47,2020.9184774998062,49.61,67.04
India,Wheat,Spring,44.95,2020.6116299758553,21.01,29.92
Africa,Paddy,Spring,16.04,2021.2555066229577,71.72,20.73
Germany,Wheat,Summer,92.27,2020.571941975283,17.16,87.97
Germany,Plam Oil,Rainy Season,31.43,2020.0250571290471,72.0,55.46
Australia,Plam Oil,Winter,67.37,2020.8282022773453,54.56,12.16
Australia,Plam Oil,Winter,65.25,2021.0759304812825,88.24,58.72
China,Plam Oil,Summer,26.87,2021.372469590095,19.0,41.83
Australia,Plam Oil,Fall,58.83,2021.1547913743782,56.9,84.92
India,Cotton,Rainy Season,52.45,2020.3351788871769,53.85,29.57
France,Maze,Rainy Season,85.27,2021.5244549305444,12.72,56.08
India,Apples,Summer,78.96,2020.9241590412355,83.85,26.15
China,Apples,Winter,29.58,2020.4007098747095,81.13,59.13
Australia,Wheat,Summer,13.83,2020.6008011901909,16.07,92.12
Australia,Wheat,Spring,59.46,2021.1942412630065,13.96,58.41
Africa,Sugar Cane,Rainy Season,45.07,2020.5661142936067,86.52,64.79
United States,Paddy,Spring,22.33,2021.692668340836,62.58,87.3
Germany,Plam Oil,Summer,18.85,2020.2006079898404,56.73,33.32
China,Apples,Spring,55.52,2021.4550068292797,42.04,76.53
Germany,Maze,Fall,31.16,2021.597248058031,34.49,14.18
India,Plam Oil,Winter,31.88,2020.2960388756528,55.09,86.65
India,Paddy,Fall,55.48,2021.4554445477781,35.05,30.36
Germany,Paddy,Summer,50.28,2020.0906997534423,58.07,76.52
Africa,Maze,Spring,42.72,2021.7897859369145,89.76,17.06
India,Wheat,Spring,25.11,2021.1373197050902,82.74,19.25
France,Paddy,Fall,19.85,2021.045957900129,77.1,18.48
India,Maze,Fall,61.8,2021.444533520727,84.21,28.89
Australia,Wheat,Spring,15.7,2021.3825120880317,45.54,17.93
United States,Wheat,Summer,56.14,2021.6178150822998,44.39,42.35
Africa,Apples,Rainy Season,65.68,2020.9771616172366,25.76,86.82
China,Apples,Summer,83.92,2020.5616911795453,58.51,86.31
United States,Paddy,Rainy Season,12.84,2020.9277221596133,20.5,83.53
India,Sugar Cane,Winter,63.2,2020.5840535340062,88.28,10.96
Australia,Wheat,Rainy Season,82.08,2021.9177475810231,42.29,74.37
France,Plam Oil,Fall,71.86,2020.586242249621,23.01,51.96
Germany,Wheat,Summer,80.61,2021.5049791013369,85.72,81.53
Germany,Cotton,Winter,22.3,2020.413689910978,24.24,13.94
United States,Sugar Cane,Summer,73.6,2021.289578219467,90.16,34.25
Australia,Wheat,Winter,34.43,2021.2052422444906,63.66,37.46
Australia,Apples,Fall,35.29,2021.296655293897,40.68,47.2
Africa,Plam Oil,Spring,47.69,2020.0283559939899,67.83,11.26
United States,Cotton,Summer,35.2,2020.1549589418826,64.61,33.75
United States,Maze,Fall,33.3,2021.5042558715454,57.49,70.03
Australia,Maze,Spring,91.51,2020.886528683254,85.74,77.58
India,Cotton,Spring,37.55,2021.5984907067088,68.38,64.37
Australia,Paddy,Winter,28.05,2020.5347641872934,35.57,67.71
India,Cotton,Rainy Season,60.69,2020.5564380979351,83.93,50.36
Australia,Sugar Cane,Fall,70.05,2021.9042836692197,82.38,36.01
United States,Plam Oil,Fall,24.61,2020.411626330984,79.47,86.16
United States,Paddy,Rainy Season,65.2,2021.5550857837643,60.76,23.83
China,Maze,Summer,79.74,2021.9106851218528,43.91,56.72
France,Wheat,Winter,91.09,2020.4073626825946,66.7,38.39
France,Plam Oil,Winter,60.95,2020.6624815919404,45.11,27.05
France,Wheat,Winter,13.68,2020.7132642980716,74.17,46.68
United States,Plam Oil,Summer,42.31,2021.536178091549,57.7,36.37
United States,Paddy,Winter,80.83,2020.5248643648822,22.4,74.63
Australia,Wheat,Rainy Season,71.21,2020.27078695944,38.04,37.01
China,Wheat,Winter,92.56,2020.5888436039972,82.63,22.98
United States,Paddy,Fall,32.73,2020.3687870872373,60.92,81.4
Germany,Paddy,Rainy Season,42.11,2021.9754420371366,74.32,60.71
Australia,Sugar Cane,Spring,54.06,2020.8506896035165,74.36,82.6
Germany,Paddy,Spring,12.46,2020.6665861433323,29.68,70.53
China,Maze,Winter,55.37,2021.8757966013736,37.71,55.1
Germany,Paddy,Winter,28.76,2020.1785340991644,87.64,25.32
Germany,Plam Oil,Fall,11.62,2021.8179838242884,48.71,28.43
India,Apples,Summer,26.1,2020.2729231916737,54.42,89.11
France,Cotton,Summer,51.29,2021.6105108703089,30.51,31.84
France,Plam Oil,Rainy Season,35.18,2021.8245219202963,16.51,16.85
Australia,Apples,Rainy Season,20.45,2021.534842148811,86.1,40.12
France,Plam Oil,Summer,85.67,2020.5967230465546,19.65,62.44
Africa,Sugar Cane,Summer,58.43,2021.2276927152072,67.28,36.52
China,Cotton,Spring,66.82,2020.7500511520245,77.23,24.27
China,Wheat,Rainy Season,60.62,2021.2285857635168,23.38,50.0
China,Paddy,Spring,67.65,2020.0548840306258,49.56,78.98
France,Cotton,Summer,33.37,2021.9350920674647,18.9,61.62
Germany,Maze,Summer,53.38,2020.7009398409796,55.84,36.06
Africa,Sugar Cane,Rainy Season,49.74,2020.7482400429196,11.07,11.22
Africa,Wheat,Winter,68.21,2021.0542813424875,50.21,43.09
China,Cotton,Winter,35.68,2020.6362990599841,37.44,64.98
Africa,Wheat,Winter,72.4,2021.114709941903,54.64,18.9
United States,Cotton,Spring,24.92,2020.7412253659343,67.86,81.78
France,Cotton,Summer,51.52,2021.037451445263,26.46,23.27
France,Maze,Fall,83.14,2020.5293380885455,38.0,34.58
China,Plam Oil,Fall,53.34,2020.6802706879544,54.94,43.54
Africa,Maze,Spring,70.53,2020.3634666614967,76.95,81.36
France,Cotton,Spring,46.18,2021.519529175795,85.77,14.94
United States,Cotton,Fall,41.78,2021.705301032785,70.31,37.28
United States,Apples,Summer,63.77,2020.957928673917,56.85,92.17
China,Plam Oil,Fall,68.21,2020.8165463372243,57.84,88.24
India,Paddy,Summer,24.22,2021.7867013118134,20.2,89.84
India,Paddy,Summer,87.82,2020.6574442058443,53.48,28.07
France,Sugar Cane,Rainy Season,73.01,2020.7343717376766,79.24,57.26
France,Plam Oil,Rainy Season,33.18,2020.6457607145867,84.78,72.03
France,Plam Oil,Fall,52.05,2020.0656093320476,65.79,89.45
Africa,Paddy,Spring,28.12,2020.9221260182246,43.93,55.31
Germany,Maze,Rainy Season,58.54,2021.485416211246,80.33,25.47
Germany,Plam Oil,Winter,35.77,2020.7423278773692,38.19,77.55
Africa,Wheat,Winter,83.54,2020.8240380679897,69.3,10.73
France,Sugar Cane,Rainy Season,68.27,2020.494483473091,65.65,58.03
China,Sugar Cane,Rainy Season,65.78,2020.3917124621657,11.69,47.0
Australia,Sugar Cane,Spring,18.9,2021.8574626200577,73.51,32.63
China,Wheat,Fall,87.94,2020.99622314801,52.05,59.97
Africa,Cotton,Fall,86.03,2020.6402653565694,41.61,34.56
United States,Cotton,Rainy Season,31.71,2020.4352650094409,22.6,42.96
India,Paddy,Winter,10.39,2021.3505580167412,52.54,84.48
United States,Plam Oil,Rainy Season,92.79,2020.6810121090234,13.52,28.59
France,Wheat,Summer,11.33,2021.3159654170045,88.8,41.77
India,Paddy,Spring,49.9,2021.0620075112752,56.39,82.09
China,Plam Oil,Spring,92.6,2020.973778063206,89.14,85.38
Australia,Wheat,Rainy Season,20.64,2020.0282767568215,66.69,39.32
France,Wheat,Summer,64.81,2021.4839940821907,70.4,78.16
Australia,Plam Oil,Fall,35.39,2020.6839637262813,80.38,20.38
China,Cotton,Fall,22.39,2020.988391404653,32.6,51.06
United States,Cotton,Summer,34.24,2020.7463226666816,81.36,83.1
China,Cotton,Rainy Season,58.71,2021.2337131983277,72.01,60.54
China,Paddy,Winter,26.23,2020.9126412843218,37.8,19.66
Africa,Maze,Rainy Season,36.25,2020.549817917003,30.37,41.7
India,Maze,Spring,41.12,2020.3531777523767,67.79,71.64
India,Plam Oil,Rainy Season,16.29,2020.2433911082876,40.47,23.69
Africa,Maze,Winter,58.65,2021.1540750160507,20.4,32.1
France,Maze,Fall,73.4,2020.9310446856862,15.31,61.48
United States,Maze,Rainy Season,74.44,2020.9071649318334,74.05,50.63
India,Plam Oil,Spring,54.39,2020.7084506882686,36.82,73.7
Australia,Cotton,Spring,90.08,2021.9191699969745,41.73,22.23
France,Plam Oil,Summer,49.81,2020.4725549518969,78.99,21.37
China,Plam Oil,Fall,71.53,2021.2470656504474,40.09,25.4
Africa,Maze,Fall,32.26,2021.1284242940092,37.3,83.12
Germany,Cotton,Rainy Season,26.39,2020.8364888252843,39.36,77.78
China,Cotton,Summer,89.92,2020.1703271312979,29.52,86.49
France,Wheat,Spring,73.37,2020.0581278144614,25.71,43.39
Germany,Wheat,Rainy Season,57.2,2020.700110878547,32.51,82.51
United States,Paddy,Spring,85.38,2021.5578565215658,45.97,37.56
France,Paddy,Fall,13.25,2021.7819272841527,84.62,34.54
China,Sugar Cane,Summer,27.81,2021.8496995750074,55.8,43.05
Australia,Paddy,Winter,62.26,2021.620218320867,89.27,82.41
Germany,Apples,Rainy Season,17.54,2020.2345156644044,52.99,83.79
Australia,Paddy,Summer,60.48,2021.347721002247,71.53,91.91
France,Plam Oil,Fall,53.35,2021.877401509916,31.79,92.96
Australia,Wheat,Summer,52.58,2021.8818279362927,80.4,84.26
Australia,Maze,Winter,80.03,2021.1552181399666,61.79,26.65
China,Paddy,Fall,53.45,2020.5168212301203,13.79,61.98
France,Maze,Fall,54.01,2020.437358545286,44.05,67.97
Africa,Paddy,Summer,54.92,2020.5194464448632,67.89,40.63
Africa,Cotton,Summer,21.43,2020.374151293522,37.04,83.17
Australia,Apples,Spring,58.75,2021.7802575240748,33.65,30.53
Africa,Sugar Cane,Spring,66.54,2020.0364596198526,82.91,38.6
Africa,Sugar Cane,Winter,87.09,2020.111275226522,59.0,82.41
Germany,Paddy,Summer,87.76,2021.2765422546643,91.02,72.17
Germany,Maze,Rainy Season,89.11,2020.7337755629405,67.03,27.69
United States,Sugar Cane,Fall,19.82,2020.49122908783,75.4,58.63
China,Paddy,Rainy Season,70.53,2020.818654616259,69.69,40.09
Australia,Plam Oil,Rainy Season,60.02,2021.8621335211874,33.02,53.32
France,Plam Oil,Fall,89.15,2021.2420068776316,27.08,83.37
India,Paddy,Rainy Season,76.75,2021.4132085765889,16.89,70.09
Australia,Maze,Rainy Season,28.67,2020.4778362043414,63.17,78.57
United States,Maze,Fall,11.89,2020.3026476484586,87.47,51.44
France,Wheat,Winter,32.09,2020.353275132084,21.41,31.91
India,Maze,Rainy Season,65.42,2020.7064499981711,32.94,75.63
Australia,Paddy,Fall,50.48,2021.2545194405072,72.9,92.4
United States,Sugar Cane,Winter,55.87,2020.1656795998642,79.35,17.04
China,Apples,Spring,18.81,2021.6329465969097,49.93,13.35
China,Plam Oil,Rainy Season,48.64,2020.1213587682066,54.54,58.4
Australia,Maze,Spring,13.36,2021.2789932494036,85.41,43.28
India,Cotton,Fall,42.36,2020.0337931741608,75.93,42.61
Africa,Plam Oil,Fall,69.25,2020.325354225569,85.48,31.15
United States,Paddy,Fall,35.17,2020.3831581739773,31.18,25.58
Australia,Cotton,Fall,56.28,2021.801107942966,22.32,72.0
Germany,Apples,Winter,13.94,2021.5183971104493,29.26,79.73
France,Plam Oil,Spring,86.44,2021.0880689174585,14.9,74.32
China,Paddy,Spring,11.52,2021.05256705437,38.5,56.64
Africa,Cotton,Fall,35.23,2021.0020012160444,24.65,83.11
Australia,Maze,Spring,89.62,2020.1646633868181,68.75,25.6
United States,Wheat,Spring,36.18,2021.7045447213561,61.22,60.51
United States,Sugar Cane,Winter,84.02,2020.17638072853,80.02,60.76
Australia,Maze,Spring,88.09,2021.432171811301,19.48,89.82
Germany,Plam Oil,Fall,41.77,2020.1659622969512,37.59,11.33
Germany,Paddy,Summer,44.52,2021.512792596145,50.0,33.87
China,Wheat,Winter,19.01,2021.4992356923253,67.91,47.04
United States,Paddy,Rainy Season,63.34,2021.1812396942078,80.84,65.63
Australia,Maze,Winter,72.66,2021.1558195967498,65.42,78.8
India,Plam Oil,Fall,10.52,2021.3481321790093,29.91,50.59
France,Wheat,Summer,90.9,2021.689226442268,53.17,29.78
Africa,Maze,Rainy Season,55.09,2021.4701754422974,57.48,88.28
France,Apples,Spring,34.7,2021.0279790560874,25.41,74.05
India,Plam Oil,Rainy Season,20.63,2021.9123018249022,34.87,63.61
Germany,Wheat,Fall,69.24,2020.6340815351223,10.65,17.28
India,Apples,Rainy Season,53.09,2021.7783306772908,43.48,24.85
France,Cotton,Winter,80.84,2021.0707445907083,16.53,89.22
Australia,Paddy,Rainy Season,74.7,2021.9635967587687,21.27,84.75
Africa,Wheat,Rainy Season,42.55,2020.310383636792,69.09,52.15
Africa,Apples,Summer,10.45,2020.8249959759512,58.26,38.62
China,Apples,Spring,56.99,2020.000842458008,29.99,44.21
France,Cotton,Spring,76.51,2021.1382988057153,68.38,92.62
Africa,Paddy,Summer,29.05,2021.5847537478987,54.83,89.4
United States,Plam Oil,Summer,68.18,2021.5654614318225,78.96,29.35
China,Apples,Winter,84.09,2021.31992654874,22.6,45.63
Australia,Sugar Cane,Rainy Season,10.86,2020.5376515221778,90.0,92.26
Germany,Maze,Winter,23.59,2021.8899418445726,36.53,77.05
United States,Wheat,Summer,40.87,2020.150714444584,92.4,34.58
India,Cotton,Summer,79.1,2020.5268872239171,54.94,80.06
France,Plam Oil,Summer,90.08,2021.3912341886519,24.73,48.97
India,Cotton,Fall,31.42,2021.9556731171338,78.8,60.07
United States,Cotton,Summer,90.71,2021.8894968097293,37.55,76.76
China,Plam Oil,Fall,90.25,2020.0975307379163,76.04,84.83
Africa,Plam Oil,Winter,82.98,2021.2766759854117,57.41,43.86
China,Wheat,Fall,71.45,2021.1694230300716,78.92,91.91
France,Cotton,Fall,92.83,2020.580218186134,20.97,31.69
Germany,Plam Oil,Spring,15.02,2021.3480438351812,79.73,23.89
Germany,Plam Oil,Winter,42.12,2020.713559239999,92.83,43.93
Germany,Paddy,Spring,50.06,2021.3034867766796,15.71,48.93
United States,Paddy,Spring,38.44,2021.1926182633747,63.83,10.36
India,Maze,Summer,45.6,2020.3255233929704,10.98,40.67
China,Cotton,Summer,17.63,2021.5183165790097,44.71,59.88
France,Cotton,Rainy Season,35.24,2020.1700044548732,86.39,80.6
China,Paddy,Winter,55.52,2021.0045171651038,44.03,30.76
United States,Wheat,Winter,74.73,2020.164470746367,57.08,55.82
Africa,Cotton,Spring,34.66,2021.4545642859835,50.26,50.24
Germany,Plam Oil,Spring,32.56,2021.4884486923331,84.86,79.95
United States,Wheat,Summer,80.7,2021.0419927198775,19.78,61.5
France,Paddy,Fall,53.32,2020.4916838854824,63.98,46.34
United States,Wheat,Summer,47.1,2020.5745170135997,35.44,10.43
United States,Maze,Spring,36.15,2021.4985192409454,44.26,70.85
India,Wheat,Fall,27.58,2021.5552762991717,34.31,22.17
France,Cotton,Fall,14.73,2021.173994639409,13.19,48.58
India,Cotton,Fall,34.2,2021.8178220228378,19.7,68.62
Germany,Paddy,Rainy Season,86.92,2020.6715493017855,68.62,67.89
France,Apples,Summer,76.31,2021.7460578701528,88.79,50.97
Africa,Apples,Fall,83.14,2021.5681299177004,76.25,67.86
Australia,Apples,Summer,21.6,2020.756673560189,93.08,10.87
Australia,Sugar Cane,Winter,86.16,2021.4550514657938,43.7,12.32
China,Apples,Fall,74.78,2020.0609523799421,26.45,23.16
Germany,Apples,Summer,33.24,2021.6615068805395,66.47,47.43
India,Apples,Summer,36.63,2021.7574876205463,44.13,11.73
Australia,Apples,Spring,47.57,2021.1748827816648,22.58,52.82
Africa,Apples,Winter,64.68,2020.3032292597175,54.21,39.69
China,Plam Oil,Winter,46.82,2021.2528092524892,81.95,34.19
China,Plam Oil,Spring,16.54,2020.4021956584222,17.22,65.49
Africa,Sugar Cane,Rainy Season,22.98,2021.8732621708127,82.91,58.37
Australia,Paddy,Winter,13.82,2020.5406453513995,73.37,89.17
United States,Maze,Fall,86.24,2021.3597958681573,89.64,90.01
United States,Wheat,Fall,20.71,2021.3595484498906,35.49,55.02
Germany,Sugar Cane,Summer,29.88,2021.5954192457928,85.43,28.6
China,Plam Oil,Summer,90.04,2020.08254990089,30.66,52.63
Australia,Plam Oil,Winter,83.68,2020.1096234348558,19.68,92.86
United States,Sugar Cane,Fall,56.96,2020.3471868947008,92.27,68.71
